"ID",Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Website,Phone,Emails,Social Medias,Facebook,Instagram,Twitter
ypid:YN7B3E1936BE149D1C,1 Mi Taller Auto Repair,"5106 70th St, Woodside, NY 11377",https://www.bing.com/th?id=OLC.9ioCG+oUQhu3tw480x360&pid=Local,https://www.bing.com/maps?cp=40.73529815673828%7E-73.89437866210938&lvl=16.0&q=1%20Mi%20Taller%20Auto%20Repair%20%2C%205106%2070th%20St%2C%20Woodside%2C%20NY%2011377,40.73529816,-73.89437866,,,汽车维修,歇业 · 营业时间: 明天 07:00,http://mitallerauto.com/,(718) 424-7289,copyright@nipic.com,,,,
ypid:YN495876C3F3103366,DLJ Auto Repair,"260 39th St, Brooklyn, NY 11232",https://www.bing.com/th?id=OLC.C812i1lCG6/GOg480x360&pid=Local,https://www.bing.com/maps?cp=40.65426254272461%7E-74.00907897949219&lvl=16.0&q=DLJ%20Auto%20Repair%20%2C%20260%2039th%20St%2C%20Brooklyn%2C%20NY%2011232,40.65426254,-74.00907898,4,Yelp (41),汽车维修,歇业 · 营业时间: 明天 08:00,https://dljenterprisesltd.com/,(718) 499-6793,,,,,
ypid:YNB9B8D80D0F4DAC76,Cara Mobile Oil Change & Auto Repair Service,"350 W 124th St, New York, NY 10027",,https://www.bing.com/maps?cp=40.810298919677734%7E-73.95397186279297&lvl=16.0&q=Cara%20Mobile%20Oil%20Change%20%26%20Auto%20Repair%20Service%20%2C%20350%20W%20124th%20St%2C%20New%20York%2C%20NY%2010027,40.81029892,-73.95397186,,,机油更换站,24 小时营业,https://caraauto.com/,(917) 502-6040,support@caraauto.com,"https://www.yelp.com/biz/mobile4you-queens-3?sort_by=date_desc,https://www.facebook.com/caramobile/,https://www.instagram.com/caramobileauto/",https://www.facebook.com/caramobile/,https://www.instagram.com/caramobileauto/,
ypid:YN18DE85D490102AFA,NY City Automotive,"622 Court St, Brooklyn, NY 11231",https://www.bing.com/th?id=OLC.GaSepPAID0Xezw480x360&pid=Local,https://www.bing.com/maps?cp=40.67247772216797%7E-74.0009994506836&lvl=16.0&q=NY%20City%20Automotive%20%2C%20622%20Court%20St%2C%20Brooklyn%2C%20NY%2011231,40.67247772,-74.00099945,5,Yelp (3),车身修理厂,歇业 · 营业时间: 明天 08:00,https://www.nycityautomotive.com/,(347) 795-4525,info@nycityautomotive.com,"https://www.facebook.com/nycityauto/,https://www.instagram.com/nycityauto/?hl=en",https://www.facebook.com/nycityauto/,https://www.instagram.com/nycityauto/?hl=en,
ypid:YN2B3F49844946418B,AUTOTECH COLLISION,"505 W 57th St, New York, NY 10019",https://www.bing.com/th?id=OLC.eYUktDZywWtERw480x360&pid=Local,https://www.bing.com/maps?cp=40.76966094970703%7E-73.98883056640625&lvl=16.0&q=AUTOTECH%20COLLISION%20%2C%20505%20W%2057th%20St%2C%20New%20York%2C%20NY%2010019,40.76966095,-73.98883057,4,Yelp (62),汽车维修,歇业 · 营业时间: 明天 07:00,https://autotechny.com/,(212) 974-0400,"customerservice@autotechny.com,WEBcustomerservice@autotechny.com,loja@autotech.pro.br",https://www.facebook.com/autotech-collision-1693717160898940/,https://www.facebook.com/autotech-collision-1693717160898940/,,
ypid:YNB7511C60AE933C8A,TNS Auto Collision,"1011 61st St, Brooklyn, NY 11219",https://www.bing.com/th?id=OLC.BibcLjc7XMNpQA480x360&pid=Local,https://www.bing.com/maps?cp=40.632144927978516%7E-74.00524139404297&lvl=16.0&q=TNS%20Auto%20Collision%20%2C%201011%2061st%20St%2C%20Brooklyn%2C%20NY%2011219,40.63214493,-74.00524139,4,Yelp (94),车身修理厂,营业 · 歇业时间: 15:00,https://www.tnsautocollision.com/,(718) 259-0075,"tnsautocollision@gmail.com,tnsautosi@gmail.com,info@labeljagruti.com,tnsautoalabama@gmail.com","https://www.instagram.com/tnsautocollision/,https://www.facebook.com/profile.php?id=100044416436990,https://www.yelp.com/biz/tns-auto-group-brooklyn?start=20,https://www.twitter.com/tnsautogroup",https://www.facebook.com/profile.php?id=100044416436990,https://www.instagram.com/tnsautocollision/,https://www.twitter.com/tnsautogroup
ypid:YN3525E16F4B034581,Manhattan Auto Service and Bodywork,"2451 1st Ave, New York, NY 10035",https://www.bing.com/th?id=OLC.RTqMGKNM7SRRfg480x360&pid=Local,https://www.bing.com/maps?cp=40.802425384521484%7E-73.93134307861328&lvl=16.0&q=Manhattan%20Auto%20Service%20and%20Bodywork%20%2C%202451%201st%20Ave%2C%20New%20York%2C%20NY%2010035,40.80242538,-73.93134308,5,Yelp (3),车身修理厂,歇业 · 营业时间: 明天 07:00,https://manhattanautomobilerepair.com/,(212) 838-8888,,,,,
ypid:YNADBB56D140A1496F,Punjab Auto Repair,"33-56 21st St, Queens, NY 11106",https://www.bing.com/th?id=OLC./HMlmAu1i6c1/A480x360&pid=Local,https://www.bing.com/maps?cp=40.763607025146484%7E-73.93347930908203&lvl=16.0&q=Punjab%20Auto%20Repair%20%2C%2033-56%2021st%20St%2C%20Queens%2C%20NY%2011106,40.76360703,-73.93347931,2.5,Yelp (82),车身修理厂,24 小时营业,https://punjabautorepair1.wixsite.com/my-site,(718) 728-4600,punjabautorepair1@gmail.com,https://www.yelp.com/biz/punjab-auto-body-long-island-city?adjust_creative=microsoft&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=microsoft,,,
ypid:YN167E4852A915B72A,Pep Boys Auto Service & Tires,"38-19 21st St, Long Island City, NY 11101",https://www.bing.com/th?id=OLC.a+Dsv5n5pzdl0Q480x360&pid=Local,https://www.bing.com/maps?cp=40.756935119628906%7E-73.93933868408203&lvl=16.0&q=Pep%20Boys%20Auto%20Service%20%26%20Tires%20%2C%2038-19%2021st%20St%2C%20Long%20Island%20City%2C%20NY%2011101,40.75693512,-73.93933868,2.5,Yelp (187),轮胎店,营业 · 歇业时间: 18:00,https://www.pepboys.com/stores/ny/long-island-city/38-19-21st-steet,(718) 706-7830,"contactus@pepboys.com,varsity@pepboys.com,Carol_Pryor@Pepboys.com,mediarelations@pepboys.com,Webliz_wilson@pepboys.com,AP_Compliance@pepboys.com,Contactus@pepboys.com","https://www.facebook.com/pepboysauto,https://twitter.com/pepboysauto,https://www.youtube.com/user/pepboysforlife,https://www.instagram.com/pepboysauto/",https://www.facebook.com/pepboysauto,https://www.instagram.com/pepboysauto/,https://twitter.com/pepboysauto
ypid:YNE1302F5D6C91C6F8,Gotham City Collision,"1130 44th Rd, Long Island City, NY 11101",https://www.bing.com/th?id=OLC.ZQ9A1CTiTxrBbA480x360&pid=Local,https://www.bing.com/maps?cp=40.748863220214844%7E-73.94837188720703&lvl=16.0&q=Gotham%20City%20Collision%20%2C%201130%2044th%20Rd%2C%20Long%20Island%20City%2C%20NY%2011101,40.74886322,-73.94837189,5,Yelp (278),车身修理厂,歇业 · 营业时间: 明天 08:00,http://www.gothamcitycollision.com/,(718) 433-4465,"gothamcitycollisioneast@gmail.com,gothamcitycollision@gmail.com","https://www.facebook.com/gothamcitycollision/,https://www.instagram.com/gothamcitycollision/?hl=en,https://www.twitter.com/gothamcitycoll?lang=en,https://www.yelp.com/biz/gotham-city-collision-long-island-city?adjust_creative=microsoft&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=microsoft",https://www.facebook.com/gothamcitycollision/,https://www.instagram.com/gothamcitycollision/?hl=en,https://www.twitter.com/gothamcitycoll?lang=en
ypid:YNE405B186E89CA434,Bay Diagnostic,"1717 Gravesend Neck Rd, Brooklyn, NY 11229",https://www.bing.com/th?id=OLC.eTIRaa5TP3Ccrw480x360&pid=Local,https://www.bing.com/maps?cp=40.59577178955078%7E-73.95329284667969&lvl=16.0&q=Bay%20Diagnostic%20%2C%201717%20Gravesend%20Neck%20Rd%2C%20Brooklyn%2C%20NY%2011229,40.59577179,-73.95329285,3.5,Yelp (115),汽车维修,歇业 · 营业时间: 明天 07:30,https://www.baydiagnostic.com/,(718) 615-0705,,"https://www.facebook.com/kabidg/posts/10159999553668477,https://instagram.com/baydiagnostic,https://www.yelp.com/biz/bay-diagnostic-brooklyn-3?start=20,https://www.youtube.com/channel/ucxoyn-8yo712lqy608giliq,https://www.linkedin.com/company/baydiagnostic/?viewasmember=true,https://twitter.com/baydiagnostic",https://www.facebook.com/kabidg/posts/10159999553668477,https://instagram.com/baydiagnostic,https://twitter.com/baydiagnostic
ypid:YND52A10E7C5F30183,Kar King Auto Repair,"605 Northern Blvd, Great Neck, NY 11021",https://www.bing.com/th?id=OLC.t1F2wPqHeA52fA480x360&pid=Local,https://www.bing.com/maps?cp=40.78242874145508%7E-73.71680450439453&lvl=16.0&q=Kar%20King%20Auto%20Repair%20%2C%20605%20Northern%20Blvd%2C%20Great%20Neck%2C%20NY%2011021,40.78242874,-73.7168045,1,Yelp (1),汽车维修,歇业 · 营业时间: 明天 08:00,https://www.karkingautorepair.com/,(516) 482-3388,"info@karkingautorepair.com,tonglux.tlc@gmail.com","https://www.facebook.com/profile.php?id=61558529724669&sk=photos,https://www.instagram.com/lotus_flowers_and_plants/",https://www.facebook.com/profile.php?id=61558529724669&sk=photos,https://www.instagram.com/lotus_flowers_and_plants/,
ypid:YN76F1012960D2B7F,Sammy's Auto Repair & Collision,"369 Niagara St, Buffalo, NY 14201",https://www.bing.com/th?id=OLC.o/Kc2Jj2FuB8qg480x360&pid=Local,https://www.bing.com/maps?cp=42.8945198059082%7E-78.88555908203125&lvl=16.0&q=Sammy's%20Auto%20Repair%20%26%20Collision%20%2C%20369%20Niagara%20St%2C%20Buffalo%2C%20NY%2014201,42.89451981,-78.88555908,4,Yelp (19),汽车维修,歇业 · 营业时间: 明天 08:00,http://www.sammysauto.com/,(716) 854-5441,sam@sammysauto.com,"https://www.facebook.com/sammysauto,https://www.instagram.com/sms.imports/",https://www.facebook.com/sammysauto,https://www.instagram.com/sms.imports/,
ypid:YN314F57793287D6A,Manhattan Auto Care,"275 Delancey St, New York, NY 10002",https://www.bing.com/th?id=OLC.p618D6aSb//7oQ480x360&pid=Local,https://www.bing.com/maps?cp=40.71570587158203%7E-73.98074340820312&lvl=16.0&q=Manhattan%20Auto%20Care%20%2C%20275%20Delancey%20St%2C%20New%20York%2C%20NY%2010002,40.71570587,-73.98074341,4,Yelp (157),车身修理厂,歇业 · 营业时间: 明天 08:00,http://www.manhattanautocare.com/,(212) 353-0125,"macbodywork@gmail.com,WebJohnSmith@manhattanautocare.com,John.Smith@manhattanautocare.com,John@manhattanautocare.com,Midtowncenter@hotmail.com","https://www.facebook.com/stempler/posts/10220534056175675,https://twitter.com/MacbodyworkAuto",https://www.facebook.com/stempler/posts/10220534056175675,,https://twitter.com/MacbodyworkAuto
ypid:YN19925BC8FA1977AB,Marty's Auto Body,"500 W 25th St, New York, NY 10001",https://www.bing.com/th?id=OLC.UcvfyQcI161hZQ480x360&pid=Local,https://www.bing.com/maps?cp=40.74895477294922%7E-74.0041732788086&lvl=16.0&q=Marty's%20Auto%20Body%20%2C%20500%20W%2025th%20St%2C%20New%20York%2C%20NY%2010001,40.74895477,-74.00417328,4,Yelp (100),汽车维修,歇业 · 营业时间: 明天 08:00,https://mautobody.us/,(212) 255-7654,"contact@factoryautobody.com,profiles@birdeye.com","https://www.facebook.com/MartysAutoBodyNY/,https://twitter.com/mautobodyus,https://instagram.com/mautobodyus,https://youtube.com/channel/uc_n3lmmsuodw-iyohthdwuq",https://www.facebook.com/MartysAutoBodyNY/,https://instagram.com/mautobodyus,https://twitter.com/mautobodyus
