Name,Fulladdress,Street,Municipality,Categories,About,Phone,Phones,Claimed,Owner,Owner Id,Owner Link,Review Count,Average Rating,Review URL,Cid,Fid,Latitude,Longitude,Featured Image,Time Zone,Website,Domain,Opening Hours,Google Knowledge URL,Kgmid,Google Maps URL,Place Id,Emails,Facebook Links,Instagram Links,Youtube Links,Tiktok Links,Linkedin Links,Twitter Links,Search Keyword
River Rick's Pizzeria,"2200 S Casino Dr, Laughlin, NV 89029",2200 S Casino Dr,"Laughlin, NV 89029",Pizza restaurant,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible seating]",(702) 298-2442,"(702) 298-2442, +1 702-298-2442",YES,River Rick's Pizzeria (Owner),100665315255469320526,https://www.google.com/maps/contrib/100665315255469320526,98,4.5,"https://search.google.com/local/reviews?placeid=ChIJFX5tDwBDzoARZWyBQnUFCyY&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",2741290799370169445,0x80ce43000f6d7e15:0x260b057542816c65,35.155441499999995,-114.5727806,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmQTyEJ3U6b5r5Z-GSPOlKCksI_tTQrwvUZN3VwU5s_FnYgt59_0cV5kOCM_Owo7RdQJEIO71V4upCA-VuwdLuvcc1GoomU4GrOyep9ISOF6FpnRuC4Uaw-bpjm77SK1BsX9Dgd4w=w408-h544-k-no,America/Los_Angeles,www.laughlinpioneer.com/,www.laughlinpioneer.com,"Wednesday(2026-09-02): [8 AM–9 PM], Thursday(2026-09-03): [8 AM–9 PM], Friday(2026-09-04): [8 AM–12 AM], Saturday(2026-09-05): [8 AM–12 AM], Sunday(2026-09-06): [8 AM–9 PM], Monday(2026-09-07): [8 AM–9 PM], Tuesday(2026-09-08): [8 AM–9 PM]",https://www.google.com/search?kgmid=/g/11lcl26hr9,/g/11lcl26hr9,https://www.google.com/maps?cid=2741290799370169445,ChIJFX5tDwBDzoARZWyBQnUFCyY,,,,,,,,"Restaurant  Laughlin, US"
PT's Express,"2020 S Casino Dr, Laughlin, NV 89029",2020 S Casino Dr,"Laughlin, NV 89029",Restaurant,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(702) 298-2453,"(702) 298-2453, +1 702-298-2453",YES,PT's Express (Owner),107253386396398709988,https://www.google.com/maps/contrib/107253386396398709988,812,3.8,"https://search.google.com/local/reviews?placeid=ChIJEdgoSlNCzoARXxJhFTgXLlM&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",5993753683720999519,0x80ce42534a28d811:0x532e17381561125f,35.1604216,-114.5713789,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkD14wFDKwydjLQLL3DMZF6pB0DLU7H7zIepkS0_IwBuOA9GbnoJbjahhPNSTrH7bae9MYcOsNoGIZuGsYhLOvrxAFIGf_ory0tVRhf-SZvGRdhFzC54IAQNTkjLS7pW9d3Z9lK=w408-h306-k-no,America/Los_Angeles,www.edgewater-casino.com/restaurants?utm_source=gmb&utm_medium=yext,www.edgewater-casino.com,"Wednesday(2026-09-02): [11 AM–10 PM], Thursday(2026-09-03): [11 AM–10 PM], Friday(2026-09-04): [11 AM–11 PM], Saturday(2026-09-05): [11 AM–11 PM], Sunday(2026-09-06): [11 AM–10 PM], Monday(2026-09-07): [11 AM–10 PM], Tuesday(2026-09-08): [11 AM–10 PM]",,,https://www.google.com/maps?cid=5993753683720999519,ChIJEdgoSlNCzoARXxJhFTgXLlM,,,,,,,,"Restaurant  Laughlin, US"
The Overlook Bar & Lounge,"2900 S Casino Dr, Laughlin, NV 89029",2900 S Casino Dr,"Laughlin, NV 89029","Lounge bar, Wine bar","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(702) 298-4600,"(702) 298-4600, +1 702-298-4600",YES,The Overlook Bar & Lounge (Owner),111570122017604685000,https://www.google.com/maps/contrib/111570122017604685000,7,5,"https://search.google.com/local/reviews?placeid=ChIJM-zJPqFDzoARKWl7r-D0iqI&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",11712443026784348457,0x80ce43a13ec9ec33:0xa28af4e0af7b6929,35.1444408,-114.57661519999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnbJbqhwLdeq-rgbYIAJZtGipuZ8i9-OsIz5l6-ScwHoY_ZyWVxRasLD4dlA5gS8da7J0LdhEjmoE8D6s1iAQu366FX_Zy20LQ8-hJGL3vU_1aEfFhtkNUhx8-agZi4iFUvnA26pA=w533-h240-k-no,America/Los_Angeles,www.caesars.com/harrahs-laughlin/things-to-do/nightlife/the-overlook-bar-and-lounge?utm_campaign=gmb&utm_source=google&utm_medium=local&utm_term=LAU25&utm_content=lounge&y_source=1_MTA5MTIxNzk5Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,www.caesars.com,"Wednesday(2026-09-02): [2–8 PM], Thursday(2026-09-03): [2–8 PM], Friday(2026-09-04): [2–10 PM], Saturday(2026-09-05): [2–10 PM], Sunday(2026-09-06): [2–8 PM], Monday(2026-09-07): [2–8 PM], Tuesday(2026-09-08): [2–8 PM]",https://www.google.com/search?kgmid=/g/11lzcf505n,/g/11lzcf505n,https://www.google.com/maps?cid=11712443026784348457,ChIJM-zJPqFDzoARKWl7r-D0iqI,,,,,,,,"Restaurant  Laughlin, US"
Laughlin River Tours,"1900 S Casino Dr, Laughlin, NV 89029",1900 S Casino Dr,"Laughlin, NV 89029","Sightseeing tour agency, Banquet hall, Bar, Boat tour agency, Event venue, Fine dining restaurant, Lunch restaurant, Tour agency, Wedding service, Wedding venue","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot]",(800) 228-9825,"(800) 228-9825, +1 800-228-9825",YES,Laughlin River Tours (Owner),105165242457304325187,https://www.google.com/maps/contrib/105165242457304325187,3972,4.7,"https://search.google.com/local/reviews?placeid=ChIJsVQIX7JDzoAR_rg1u6ji3g4&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",1071542975683999998,0x80ce43b25f0854b1:0xedee2a8bb35b8fe,35.1626438,-114.5712473,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmMrIqpWWIYRQrXdnYXQFRJt_rgg2QWlEZqaoeJ2Sxk__tLsNRPcARZA3-lNkqIzZ6Q5P2Ospz4n0rzmdIsrmqvG3JIUFs4I9VvRu6kCNzai85wdbmCbmIe-oWj1-7-rH9_mrvDc13BglBf=w408-h306-k-no,America/Los_Angeles,www.laughlinrivertours.com/,www.laughlinrivertours.com,"Wednesday(2026-09-02): [8:30 AM–4 PM], Thursday(2026-09-03): [8:30 AM–4 PM], Friday(2026-09-04): [8:30 AM–4 PM], Saturday(2026-09-05): [8:30 AM–4 PM], Sunday(2026-09-06): [8:30 AM–4 PM], Monday(2026-09-07): [8:30 AM–4 PM], Tuesday(2026-09-08): [8:30 AM–4 PM]",https://www.google.com/search?kgmid=/g/1vcjmjk6,/g/1vcjmjk6,https://www.google.com/maps?cid=1071542975683999998,ChIJsVQIX7JDzoAR_rg1u6ji3g4,,,,,,,,"Restaurant  Laughlin, US"
River Rock Pizza & Pasta,"1900 S Casino Dr, Laughlin, NV 89029",1900 S Casino Dr,"Laughlin, NV 89029",Restaurant,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom]",(702) 298-5111,"(702) 298-5111, +1 702-298-5111",YES,River Rock Pizza & Pasta (Owner),102924743198288748822,https://www.google.com/maps/contrib/102924743198288748822,217,3.4,"https://search.google.com/local/reviews?placeid=ChIJNbAtHKFDzoAR6_tngO9Vj3A&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",8110795941057395691,0x80ce43a11c2db035:0x708f55ef8067fbeb,35.1637106,-114.5719793,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl2fBnqRkji0TIj0TN_liVloUlPcQ13XH7h-YMAIas8jF8vErpPyK_2OMND3KUXuLQiEBGTtvgiV_Lt5eBNpWnEMb0n3WnXqZYFPMiWEssLpfgnmsJn4khgkMcwmiUkDDr9eGzX=w408-h307-k-no,America/Los_Angeles,www.aquariuscasinoresort.com/Food-Drink/River-Rock-Pizza-and-Pasta?utm_source=gmb&utm_medium=yext,www.aquariuscasinoresort.com,"Wednesday(2026-09-02): [3–10 PM], Thursday(2026-09-03): [3–10 PM], Friday(2026-09-04): [3–11 PM], Saturday(2026-09-05): [3–11 PM], Sunday(2026-09-06): [3–10 PM], Monday(2026-09-07): [3–10 PM], Tuesday(2026-09-08): [3–10 PM]",https://www.google.com/search?kgmid=/g/11mhg5k62m,/g/11mhg5k62m,https://www.google.com/maps?cid=8110795941057395691,ChIJNbAtHKFDzoAR6_tngO9Vj3A,,,,,,,,"Restaurant  Laughlin, US"
Gnats Landing,"1631 Cal Edison Dr, Laughlin, NV 89029",1631 Cal Edison Dr,"Laughlin, NV 89029","Sports bar, Bar, Cocktail bar","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom]",(702) 298-2422,"(702) 298-2422, +1 702-298-2422",YES,Gnats Landing (Owner),111857533229668765220,https://www.google.com/maps/contrib/111857533229668765220,167,4.3,"https://search.google.com/local/reviews?placeid=ChIJgQaOBPVDzoARxaPoDerqh54&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",11423357270825149381,0x80ce43f5048e0681:0x9e87eaea0de8a3c5,35.1349492,-114.6176979,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmFY2x0SUIndESuFNiGnEqnTmU2z4EosPCvhO8iR773m6zxaUx6kkZ_7dK9p_8WvAmCqbhqTYa6kmr_L56Gx1S8hXR3a_JPsO65ESMe7LeegzRYaO4yqjjCOzcY5jVcNv4Bz2TS=w408-h610-k-no,America/Los_Angeles,laughlinlocals.com/,laughlinlocals.com,"Wednesday(2026-09-02): [Open 24 hours], Thursday(2026-09-03): [Open 24 hours], Friday(2026-09-04): [Open 24 hours], Saturday(2026-09-05): [Open 24 hours], Sunday(2026-09-06): [Open 24 hours], Monday(2026-09-07): [Open 24 hours], Tuesday(2026-09-08): [Open 24 hours]",https://www.google.com/search?kgmid=/g/1tdlhl3y,/g/1tdlhl3y,https://www.google.com/maps?cid=11423357270825149381,ChIJgQaOBPVDzoARxaPoDerqh54,,,,,,,,"Restaurant  Laughlin, US"
Mohave Steakhouse,"2430 AZ-95, Bullhead City, AZ 86442",2430 AZ-95,"Bullhead City, AZ 86442",Steak house,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 704-6878,"(928) 704-6878, +1 928-704-6878",YES,Mohave Steakhouse (Owner),106521665084859724870,https://www.google.com/maps/contrib/106521665084859724870,1770,4.4,"https://search.google.com/local/reviews?placeid=ChIJdwhXrD9BzoAR-ONDWS9W2Wk&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",7627222205289718776,0x80ce413fac570877:0x69d9562f5943e3f8,35.0980219,-114.59745939999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm9mPF9ngalBn_iM3UBb_F-jURofq52LWt7iMkr0uvZt8Kc4ZJJELdvHbIUaTOj0nOzgLJZg9KcvOGYCE8zEkBD68gOD4hDIBgtQnCozw5Z4czSI5RwQyK7g2-Du9PV-jzC3OZh=w408-h306-k-no,America/Phoenix,thekingofsteaks.com/,thekingofsteaks.com,"Wednesday(2026-09-02): [11 AM–8 PM], Thursday(2026-09-03): [11 AM–8 PM], Friday(2026-09-04): [11 AM–9 PM], Saturday(2026-09-05): [11 AM–9 PM], Sunday(2026-09-06): [10 AM–8 PM], Monday(2026-09-07): [11 AM–8 PM], Tuesday(2026-09-08): [11 AM–8 PM]",https://www.google.com/search?kgmid=/g/1ptvsb6ml,/g/1ptvsb6ml,https://www.google.com/maps?cid=7627222205289718776,ChIJdwhXrD9BzoAR-ONDWS9W2Wk,,,,,,,,"Restaurant  Laughlin, US"
In-N-Out Burger,"2085 S Casino Dr, Laughlin, NV 89029",2085 S Casino Dr,"Laughlin, NV 89029","Hamburger restaurant, American restaurant, Diner, Fast food restaurant, Lunch restaurant, Restaurant","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(800) 786-1000,"(800) 786-1000, +1 800-786-1000",YES,In-N-Out Burger (Owner),117991488446840697549,https://www.google.com/maps/contrib/117991488446840697549,6305,4.6,"https://search.google.com/local/reviews?placeid=ChIJQfcfU6xDzoARaLrMJSVLthc&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",1708635731553729128,0x80ce43ac531ff741:0x17b64b2525ccba68,35.1592864,-114.5752366,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlTVJX1bV2pMTcH2O30N8WLQFaF4YUApEVCKw-wGQRhI-zzpzL7eHrs1EmDQ4nztvFSnCsQHFi_ufPI1fiAuJfGss_M9WXJvZR-Tja34kUrvVvoGOcEav_djQuzBfpevvCX-24=w408-h306-k-no,America/Los_Angeles,locations.in-n-out.com/181,locations.in-n-out.com,"Wednesday(2026-09-02): [10:30 AM–1 AM], Thursday(2026-09-03): [10:30 AM–1 AM], Friday(2026-09-04): [10:30 AM–1:30 AM], Saturday(2026-09-05): [10:30 AM–1:30 AM], Sunday(2026-09-06): [10:30 AM–1 AM], Monday(2026-09-07): [10:30 AM–1 AM], Tuesday(2026-09-08): [10:30 AM–1 AM]",https://www.google.com/search?kgmid=/g/1v6qhxp0,/g/1v6qhxp0,https://www.google.com/maps?cid=1708635731553729128,ChIJQfcfU6xDzoARaLrMJSVLthc,,,,,,,,"Restaurant  Laughlin, US"
Bennys at Earls Castle,"491 Long Ave, Bullhead City, AZ 86429",491 Long Ave,"Bullhead City, AZ 86429","Restaurant, Cafe","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 754-1118,"(928) 754-1118, +1 928-754-1118",YES,Bennys at Earls Castle (Owner),116609331486224233511,https://www.google.com/maps/contrib/116609331486224233511,1211,4.4,"https://search.google.com/local/reviews?placeid=ChIJ6aPiojRCzoAR1CYraMt6hcw&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",14737320369684424404,0x80ce4234a2e2a3e9:0xcc857acb682b26d4,35.142669999999995,-114.570437,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnhRtnQFj5SsJFXAq7YkzskbaTgMVcIfU5CiIiPpfx2r3fo0iPAqv8UntPfxAbuletsmzMkScui6gg-wKpxNfyWMTUr87kKqk8HToq-NqYUB0ZyBCoTI6y0pvZlpq8S43yLpguDpw=w408-h306-k-no,America/Phoenix,earlscastle.site/,earlscastle.site,"Wednesday(2026-09-02): [8 AM–7 PM], Thursday(2026-09-03): [8 AM–7 PM], Friday(2026-09-04): [8 AM–7 PM], Saturday(2026-09-05): [8 AM–7 PM], Sunday(2026-09-06): [7:30 AM–2 PM], Monday(2026-09-07): [8 AM–7 PM], Tuesday(2026-09-08): [8 AM–7 PM]",https://www.google.com/search?kgmid=/g/1tk67zp4,/g/1tk67zp4,https://www.google.com/maps?cid=14737320369684424404,ChIJ6aPiojRCzoAR1CYraMt6hcw,,,,,,,,"Restaurant  Laughlin, US"
Cafe Aquarius,"1900 S Casino Dr, Laughlin, NV 89029",1900 S Casino Dr,"Laughlin, NV 89029",Restaurant,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(702) 298-5111,"(702) 298-5111, +1 702-298-5111",YES,Cafe Aquarius (Owner),112672398358705986487,https://www.google.com/maps/contrib/112672398358705986487,345,3.4,"https://search.google.com/local/reviews?placeid=ChIJXzNeSatDzoARQ0O1B81E7sg&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",14478585499431027523,0x80ce43ab495e335f:0xc8ee44cd07b54343,35.1636035,-114.57196549999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl0Vwc9DY0hXAdkFsSDyagIc9Vj5x4FAcqNzdHzV66k_dhzaqrleDi1RQ2iOeYWEo3FI77yJQO2ABKjIX6kI6xi1mY2YrSZHLomg0yKAulb61d0qOK4l53KUbIjXbtl5baYY-UA=w438-h240-k-no,America/Los_Angeles,www.aquariuscasinoresort.com/Food-Drink/Cafe-Aquarius?utm_source=gmb&utm_medium=yext,www.aquariuscasinoresort.com,"Wednesday(2026-09-02): [7 AM–10 PM], Thursday(2026-09-03): [7 AM–10 PM], Friday(2026-09-04): [7 AM–11 PM], Saturday(2026-09-05): [7 AM–11 PM], Sunday(2026-09-06): [7 AM–9 PM], Monday(2026-09-07): [7 AM–10 PM], Tuesday(2026-09-08): [7 AM–10 PM]",https://www.google.com/search?kgmid=/g/11gf9p7z1y,/g/11gf9p7z1y,https://www.google.com/maps?cid=14478585499431027523,ChIJXzNeSatDzoARQ0O1B81E7sg,,,,,,,,"Restaurant  Laughlin, US"
The French Connection Café & Lounge,"2245 Clearwater Dr, Bullhead City, AZ 86442",2245 Clearwater Dr,"Bullhead City, AZ 86442",Cajun restaurant,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 299-2137,"(928) 299-2137, +1 928-299-2137",YES,The French Connection Café & Lounge (Owner),107163194086600275401,https://www.google.com/maps/contrib/107163194086600275401,279,4.8,"https://search.google.com/local/reviews?placeid=ChIJJ8buRQBHzoARpSR4gNXRHE0&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",5556546755181946021,0x80ce470045eec627:0x4d1cd1d5807824a5,35.0940325,-114.63159879999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnTO-3EcYqz-GlRR-KeQlzPTH8KlBjeXnD7dbg_IDquBYcgXnScw1Yff53R6tLBonEvfnSLqc28Iq8cF4bbTzapDMQZevaGztRRWhP3SVqLHY18nuSlnvLNUepxreL7C6ZeUaK5M4B3gzHT=w408-h544-k-no,America/Phoenix,www.facebook.com/share/1A98r86RCp/?mibextid=wwXIfr,www.facebook.com,"Wednesday(2026-09-02): [8 AM–10 PM], Thursday(2026-09-03): [8 AM–10 PM], Friday(2026-09-04): [8 AM–10 PM], Saturday(2026-09-05): [8 AM–10 PM], Sunday(2026-09-06): [8 AM–8 PM], Monday(2026-09-07): [8 AM–8 PM], Tuesday(2026-09-08): [8 AM–10 PM]",https://www.google.com/search?kgmid=/g/11x0_2wqb5,/g/11x0_2wqb5,https://www.google.com/maps?cid=5556546755181946021,ChIJJ8buRQBHzoARpSR4gNXRHE0,,,,,,,,"Restaurant  Laughlin, US"
Casa Serrano,"1650 S Casino Dr, Laughlin, NV 89029",1650 S Casino Dr,"Laughlin, NV 89029",Mexican restaurant,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(702) 298-2535,"(702) 298-2535, +1 702-298-2535",NO,Casa Serrano (Owner),,,1668,3.9,"https://search.google.com/local/reviews?placeid=ChIJUeazSlVCzoARJDmJ7QeJ9oQ&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",9580995924420278564,0x80ce42554ab3e651:0x84f68907ed893924,35.168188,-114.57278799999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn54NtYqLEJ0xzwQ3YFZTxbrZmz2KUEBQHxbs7E8s-SepOr1DSo_bxFCBwiq-xhwDZO5YsTidkeS6EMCA-tp_jn4VbFCFQWKCdmTdPfldwuL0TTYqRds-S_nJbOf0pw8OqzBHijig=w493-h240-k-no,America/Los_Angeles,www.riversideresort.com/dining-riverside-resort/casa-serrano/,www.riversideresort.com,"Wednesday(2026-09-02): [11 AM–8:30 PM], Thursday(2026-09-03): [11 AM–8:30 PM], Friday(2026-09-04): [11 AM–9:30 PM], Saturday(2026-09-05): [10 AM–9:30 PM], Sunday(2026-09-06): [10 AM–8:30 PM], Monday(2026-09-07): [11 AM–8:30 PM], Tuesday(2026-09-08): [11 AM–8:30 PM]",https://www.google.com/search?kgmid=/g/1tffzspj,/g/1tffzspj,https://www.google.com/maps?cid=9580995924420278564,ChIJUeazSlVCzoARJDmJ7QeJ9oQ,,,,,,,,"Restaurant  Laughlin, US"
Passaggio Italian Restaurant,"2121 S Casino Dr, Laughlin, NV 89029",2121 S Casino Dr,"Laughlin, NV 89029","Italian restaurant, Restaurant","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(888) 888-8695,"(888) 888-8695, +1 888-888-8695",YES,Passaggio Italian Restaurant (Owner),105047948840055681723,https://www.google.com/maps/contrib/105047948840055681723,131,3.7,"https://search.google.com/local/reviews?placeid=ChIJI9G5nq1DzoARhrHu26QNaJ4&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",11414388257286173062,0x80ce43ad9eb9d123:0x9e680da4dbeeb186,35.1580143,-114.5754266,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmIkDpQFwnhU323cQV1K72uvImFjZ8LJAu2JBRVkZWy2xgoNA0mu_xNZ4lr3YcFaWUY8W1EUwJHwDMcoYGdBToS1THK_L4H0Yt0GwPUoagwFY0_ic-xRnFmxoE7x1gD6pGizjXGwg=w408-h306-k-no,America/Los_Angeles,www.caesars.com/tropicana-laughlin/restaurants/passaggio,www.caesars.com,"Wednesday(2026-09-02): [Closed], Thursday(2026-09-03): [Closed], Friday(2026-09-04): [4–11 PM], Saturday(2026-09-05): [4–11 PM], Sunday(2026-09-06): [Closed], Monday(2026-09-07): [Closed], Tuesday(2026-09-08): [Closed]",https://www.google.com/search?kgmid=/g/1q62cgqns,/g/1q62cgqns,https://www.google.com/maps?cid=11414388257286173062,ChIJI9G5nq1DzoARhrHu26QNaJ4,,,,,,,,"Restaurant  Laughlin, US"
Big Belly Nelly’s Sports Bar & Grill,"1751 AZ-95, Bullhead City, AZ 86442",1751 AZ-95,"Bullhead City, AZ 86442",Restaurant,,(928) 404-1448,,,,,,121,4.3,"https://search.google.com/local/reviews?placeid=ChIJwUyRswJBzoARnE9_ufERRno&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",8810749450893873052,0x80ce4102b3914cc1:0x7a4611f1b97f4f9c,35.1214857,-114.5891473,,America/Phoenix,,,"Wednesday(2026-09-02): [11 AM–8 PM], Thursday(2026-09-03): [11 AM–8 PM], Friday(2026-09-04): [11 AM–9 PM], Saturday(2026-09-05): [8 AM–9 PM], Sunday(2026-09-06): [8 AM–7 PM], Monday(2026-09-07): [11 AM–7 PM], Tuesday(2026-09-08): [11 AM–8 PM]",https://www.google.com/search?kgmid=/g/11zjpzm78s,/g/11zjpzm78s,https://www.google.com/maps?cid=8810749450893873052,ChIJwUyRswJBzoARnE9_ufERRno,,,,,,,,"Restaurant  Laughlin, US"
Aquarius Casino Resort,"1900 S Casino Dr, Laughlin, NV 89029",1900 S Casino Dr,"Laughlin, NV 89029","Resort hotel, Casino, Gambling house, Hotel",,(702) 298-5111,"(702) 298-5111, +1 702-298-5111",YES,Aquarius Casino Resort (Owner),111755018026665050750,https://www.google.com/maps/contrib/111755018026665050750,18236,4.1,"https://search.google.com/local/reviews?placeid=ChIJObu3SKtDzoARmGMqXHoiFHA&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",8076117940709778328,0x80ce43ab48b7bb39:0x7014227a5c2a6398,35.1636035,-114.57196549999999,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEPaBPK12X0jz11yxAea5Jd6rsPBtwOka-pUP-BMzRfj5DaO5W0Q81Zrcq8J6puKkSgmbdx4G0aD-aHzMFD91n11vpdp2yrHdYT9AK6GUxiQ5Xf9VnYkrxhp7tUSehBBLLmtis9szVSS-wP8Z5Pl_46DNHgjhLd4jZx414kcU2IXrelLhMZdfPYmJQvBYFnHXSXmHU=w408-h272-k-no,America/Los_Angeles,www.aquariuscasinoresort.com/,www.aquariuscasinoresort.com,,,,https://www.google.com/maps?cid=8076117940709778328,ChIJObu3SKtDzoARmGMqXHoiFHA,,,,,,,,"Restaurant  Laughlin, US"
The Cove Bar & Lounge,"1900 S Casino Dr, Laughlin, NV 89029",1900 S Casino Dr,"Laughlin, NV 89029",Restaurant,"Accessibility: [Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating, Wheelchair accessible entrance]",(702) 298-5111,"(702) 298-5111, +1 702-298-5111",YES,The Cove Bar & Lounge (Owner),103278496165633238101,https://www.google.com/maps/contrib/103278496165633238101,57,3.5,"https://search.google.com/local/reviews?placeid=ChIJJRn0drRDzoAR55RgHKZ0oRo&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",1918943173026026727,0x80ce43b476f41925:0x1aa174a61c6094e7,35.163258899999995,-114.57130839999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk0SD6sXljGRb9w_6onlisCyKOxus8SYh95hYPo6T09gZyXTlAyVMj8RYHUGkB5jrSiAdX18FaMjvRBYyiYNEBJGhMgzR41SSPG8BX23cKiFzK7G9SNoklAsvcKy6FZ6SNcZ5PI9Q=w408-h306-k-no,America/Los_Angeles,www.aquariuscasinoresort.com/Food-Drink/The-Cove-Bar-Lounge?utm_source=gmb&utm_medium=yext,www.aquariuscasinoresort.com,"Wednesday(2026-09-02): [3–9 PM], Thursday(2026-09-03): [3–9 PM], Friday(2026-09-04): [3–10 PM], Saturday(2026-09-05): [3–10 PM], Sunday(2026-09-06): [3–9 PM], Monday(2026-09-07): [3–9 PM], Tuesday(2026-09-08): [3–9 PM]",https://www.google.com/search?kgmid=/g/11c2p9j8s2,/g/11c2p9j8s2,https://www.google.com/maps?cid=1918943173026026727,ChIJJRn0drRDzoAR55RgHKZ0oRo,,,,,,,,"Restaurant  Laughlin, US"
The New Pioneer Hotel and Casino,"2200 S Casino Dr, Laughlin, NV 89029",2200 S Casino Dr,"Laughlin, NV 89029","Hotel, Casino, Event venue, Family restaurant, Live music venue",,(702) 298-2442,"(702) 298-2442, +1 702-298-2442",YES,The New Pioneer Hotel and Casino (Owner),105260606062356238387,https://www.google.com/maps/contrib/105260606062356238387,6474,3.8,"https://search.google.com/local/reviews?placeid=ChIJu4S-6bJDzoAR64sdyCERl_M&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",17552516909488770027,0x80ce43b2e9be84bb:0xf3971121c81d8beb,35.155498,-114.57271639999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnzdGtn1LSlmSi25DAh5tivczD9WfoyYhU-SIptYjHAxGfpHfAr8M665-aRpqI7YKGJg4CuLsZaXW17Gy53AXUA2tQsbXGbiNEPQoB4Huhf3JRI1Qay6WuPCyPEsAUqW8Slah2p0w=w669-h240-k-no,America/Los_Angeles,laughlinpioneer.com/,laughlinpioneer.com,,,,https://www.google.com/maps?cid=17552516909488770027,ChIJu4S-6bJDzoAR64sdyCERl_M,,,,,,,,"Restaurant  Laughlin, US"
